# step, loss_train, loss_test, metrics_test
1.000000000000000000e+04 3.273384562453383495e+00 3.663355428076723541e+00 1.469034848328391596e-01 2.444365718917833163e+00 4.131373671071965958e+00 3.273384562453383495e+00 3.663355428076723541e+00 1.469034848328391596e-01 2.444365718917833163e+00 4.131373671071965958e+00
1.000000000000000000e+04 3.273384562453383495e+00 3.663355428076723541e+00 1.469034848328391596e-01 2.444365718917833163e+00 4.131373671071965958e+00 3.273384562453383495e+00 3.663355428076723541e+00 1.469034848328391596e-01 2.444365718917833163e+00 4.131373671071965958e+00
1.100000000000000000e+04 1.260111865926502317e-01 3.709206270998305875e-03 1.273926590824665545e-03 2.459680870471271132e-03 5.899163799186131138e-03 1.260111865926502317e-01 3.709206270998305875e-03 1.273926590824665545e-03 2.459680870471271132e-03 5.899163799186131138e-03
1.200000000000000000e+04 1.126635848811062962e-01 9.477820497290995140e-04 1.484842409963209591e-04 4.477176517785630698e-04 5.333167321899001147e-04 1.126635848811062962e-01 9.477820497290995140e-04 1.484842409963209591e-04 4.477176517785630698e-04 5.333167321899001147e-04
1.300000000000000000e+04 1.104014920014413370e-01 4.404056965144762989e-04 4.130482096158479607e-04 2.433895306111158062e-04 1.747582424137433040e-04 1.104014920014413370e-01 4.404056965144762989e-04 4.130482096158479607e-04 2.433895306111158062e-04 1.747582424137433040e-04
1.400000000000000000e+04 1.084117949789084323e-01 1.005083756818426843e-04 1.032699718241374836e-04 2.719945600640911445e-04 7.461372839041543244e-05 1.084117949789084323e-01 1.005083756818426843e-04 1.032699718241374836e-04 2.719945600640911445e-04 7.461372839041543244e-05
1.500000000000000000e+04 1.076058892361447805e-01 7.602493121248315739e-05 2.570977200989592231e-05 3.576759092804990465e-04 4.120396841042272629e-05 1.076058892361447805e-01 7.602493121248315739e-05 2.570977200989592231e-05 3.576759092804990465e-04 4.120396841042272629e-05
1.600000000000000000e+04 1.061146604621002881e-01 1.267832055151997702e-04 2.414576458442514674e-04 2.452331133015283444e-04 4.909282132198813936e-05 1.061146604621002881e-01 1.267832055151997702e-04 2.414576458442514674e-04 2.452331133015283444e-04 4.909282132198813936e-05
1.700000000000000000e+04 1.051658587427164449e-01 1.465118145864672291e-04 4.261368678271147768e-04 1.163441253216911445e-04 8.858251782290467251e-05 1.051658587427164449e-01 1.465118145864672291e-04 4.261368678271147768e-04 1.163441253216911445e-04 8.858251782290467251e-05
1.800000000000000000e+04 1.050622352278195171e-01 1.707326064596569526e-04 1.835866757150730205e-04 8.217871902891312245e-05 2.833974482857789108e-05 1.050622352278195171e-01 1.707326064596569526e-04 1.835866757150730205e-04 8.217871902891312245e-05 2.833974482857789108e-05
1.900000000000000000e+04 1.048773108198027687e-01 9.144765551533939082e-05 8.562740649282578060e-05 8.627571625416299156e-05 3.849264389917823588e-05 1.048773108198027687e-01 9.144765551533939082e-05 8.562740649282578060e-05 8.627571625416299156e-05 3.849264389917823588e-05
2.000000000000000000e+04 1.047009127940561335e-01 1.785158755037023667e-05 5.690167052310174655e-05 1.308834901577966619e-04 1.562942081224416013e-05 1.047009127940561335e-01 1.785158755037023667e-05 5.690167052310174655e-05 1.308834901577966619e-04 1.562942081224416013e-05
2.100000000000000000e+04 1.044711686088957980e-01 3.657451788735329449e-05 5.338557052079434230e-05 5.289634702496163977e-05 2.785253380424663477e-05 1.044711686088957980e-01 3.657451788735329449e-05 5.338557052079434230e-05 5.289634702496163977e-05 2.785253380424663477e-05
2.200000000000000000e+04 1.041696136324492261e-01 1.093896892644832770e-04 7.242552436004357050e-05 4.044657741831848017e-05 4.891845319726157359e-05 1.041696136324492261e-01 1.093896892644832770e-04 7.242552436004357050e-05 4.044657741831848017e-05 4.891845319726157359e-05
2.300000000000000000e+04 1.038936372272064590e-01 2.092667868953921269e-05 5.741613353150215381e-05 3.569839122751998072e-05 3.271831773837907898e-05 1.038936372272064590e-01 2.092667868953921269e-05 5.741613353150215381e-05 3.569839122751998072e-05 3.271831773837907898e-05
2.400000000000000000e+04 1.037339131777897244e-01 1.399395198860618599e-05 8.558682829513810199e-05 5.773103782206522939e-05 4.102916943335571540e-05 1.037339131777897244e-01 1.399395198860618599e-05 8.558682829513810199e-05 5.773103782206522939e-05 4.102916943335571540e-05
2.500000000000000000e+04 1.033780307491507511e-01 1.497970190799889680e-05 4.098550552799763144e-05 1.592272784594944072e-04 6.829681118954194141e-05 1.033780307491507511e-01 1.497970190799889680e-05 4.098550552799763144e-05 1.592272784594944072e-04 6.829681118954194141e-05
2.600000000000000000e+04 1.032462177518642249e-01 6.761625551947791565e-05 2.327110004335454269e-05 6.847041730587594436e-05 3.163874465264499756e-05 1.032462177518642249e-01 6.761625551947791565e-05 2.327110004335454269e-05 6.847041730587594436e-05 3.163874465264499756e-05
2.697400000000000000e+04 1.031067205285942506e-01 6.182461912673890012e-05 1.990780272341797014e-05 9.544365575178364431e-05 5.359528426672075587e-05 1.031067205285942506e-01 6.182461912673890012e-05 1.990780272341797014e-05 9.544365575178364431e-05 5.359528426672075587e-05
